-4.026124224333237911e-01,5.337703217688150037e-01,-3.572902805344908006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.612949776615769437e-01
-6.789250345237027862e-01,-7.637495170214649853e-01,1.442289988958497027e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.133670956860199475e-01
2.714051986646975889e-01,-5.789984181611943503e-01,-6.725069937844978529e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.823083129723588325e-01
-2.005450538114937231e+00,7.082931882869752949e-01,4.254618193025012651e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.402329210391460412e-01
-9.898478259709966309e-01,1.051599047880265037e+00,1.588827710289081541e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.915087812968555125e-01
-1.185725866005668205e+00,1.259449557461576275e+00,-9.812987243548918492e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.252287382783741077e-01
-5.190611499985323674e-01,7.368783683973787468e-01,2.060298184446845426e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.116289943856207501e-01
8.306478108419617090e-01,-6.043179172618693418e-01,1.109092593445437647e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.019777479191924296e-01
8.665871478708251363e-01,7.406055992664918319e-01,1.272425959380532268e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.255590949631725017e-01
-1.426018949880130338e+00,-1.063725466868449043e+00,-1.328366943467568229e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.996984848648552302e-01
3.163835631962088057e-01,4.517559911258142713e-01,-1.548543051052689190e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.617919567761637811e-01
-1.519020468491078635e+00,-6.718934598377926948e-01,-1.449196658158927953e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.738169612344317772e-01
-9.120806460129968207e-02,-6.295074644020244303e-01,-9.920629103144310568e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.544437214438929562e-01
1.110300209599080379e+00,6.813172512289551452e-01,-5.726264008866723820e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.373461747703927927e-01
1.119615568669193317e+00,5.119042472794401721e-01,2.523659589637580192e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.202951220824239664e-01
-1.141034266494134641e+00,-2.680580703692001521e-01,9.947064107201007976e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.251031836493331273e-01
-1.436796697118396082e+00,2.150148360653407198e-01,-9.103890448301920069e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.651384440150126531e-01
3.198193040830463185e-01,-5.717854350601017654e-02,-4.053934636047710205e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.717287822710645839e-01
3.666143543267333937e-01,-1.451188202393575821e+00,1.547282457143437373e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.426175855404487214e-01
-1.356407875206241176e+00,-6.086770817568790681e-01,9.429907884135122487e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.071060264224155789e-01
9.443811526447850602e-01,1.969810316644140247e-01,4.332469908754199017e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.620972536381355633e-01
1.150768234667252754e+00,-9.053502653555001167e-01,1.553533848311642984e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.768778080023303501e-01
-5.708003752553221233e-01,2.932965347590077987e-01,1.163959803306762852e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.645686584112395545e-01
1.535716470887671603e+00,1.912786300481530144e-01,-5.526763677069801428e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.080392365355788753e-01
1.678043908826089892e+00,-9.178668982233428864e-02,9.543872593837372520e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.245654529327854920e-01
-1.311594788344130347e+00,1.698382361678210661e-01,-6.488236714522808146e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.900886883910793967e-01
-8.193089159089764761e-01,-1.343185641290507215e+00,1.977514795124077684e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.443897195455854265e-01
1.382538324919911243e+00,-2.026929981635266220e-01,-5.854531082763861916e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.649083317273380089e-01
1.279083767865149213e+00,-1.065194669877748801e+00,7.728199508809761031e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.649739026987649848e-01
-1.091329608034143250e+00,1.752113210229663043e+00,1.285837269113382586e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.975467630809840225e-01
-3.041121019065147757e-01,-1.449229864631058406e+00,-4.361250054634083773e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.859807211599197041e-01
-9.424568669314536962e-01,-1.116869961596553606e+00,3.034709046231831575e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.872826506947318004e-01
1.860527032528917490e-01,4.479152277915952607e-01,-9.888802566784066217e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.384404892019220901e-01
-1.563845770684407110e+00,1.639039558383067474e+00,3.330102203910754177e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.621969675371194075e-01
-6.037999018176735122e-01,1.297435997044512179e+00,-4.577634949157667887e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.627651797780683696e-01
-1.049175013188553329e+00,8.275275259042332854e-01,1.158463472149409368e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.274379384993073572e-01
7.852477691180465014e-01,6.597233506922204338e-01,-2.463905657675379279e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.784106170456445373e-01
-1.524985062977693984e+00,9.262510143796761630e-01,-8.441871537091212296e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.313276931280531468e-01
-2.489864608316100236e-01,-2.522584209147502379e-02,1.118051452341345176e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.486294078127295748e-01
-2.881292307964954114e-02,1.097084529141451936e+00,-1.679462161160826916e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.312372899008861449e-01
9.895021734455322626e-01,5.874269287322290145e-01,5.130811776602618446e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.725970123897151653e-01
7.089675130490025179e-01,-6.372214693504717475e-01,9.552717741949784402e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.523867686824447398e-01
1.778494827845933601e+00,4.948748667146671276e-01,-7.373614258367430230e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.771192929458926535e-01
-6.133535082383125836e-01,-1.315136367758650060e+00,1.681981583157726057e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.100814725418716611e-01
4.741351449963394638e-01,-5.051218806592827626e-02,-1.480197432439253336e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.091198081114511442e-01
-3.768115532831061709e-01,1.259211868175660110e+00,1.086916503373902110e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.011331942355843561e-01
6.286187828846580006e-01,-1.741773602581255354e+00,1.693066879360673571e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.577303232539269517e-01
-1.816070545627512134e+00,-2.054801324813594121e+00,-5.394368113261250874e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.213800577578355744e-02
1.170482807226592925e+00,-1.738012397129954811e+00,-2.464100356101849298e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.596319872312576105e-01
